CustomerID,CustomerCode,Customer Name,CustomerType,Age,MobileNumber,City,State,Country,Pincode,Occupation,IndustryType,AnnualIncome,IncomeBracket,CustomerRole,InterestedPropertyType,PreferredCity,BudgetMin,BudgetMax,AssignedAgentID,LeadSource,CustomerRating,SatisfactionScore,TotalPropertiesBought,TotalPropertiesLeased,FirstContactDate,LastInteractionDate,CustomerStatus,IsRepeatCustomer
487,CUST-0487,Myra Malhotra,Company,34,8298799931,Ahmedabad,Gujarat,India,436548,Self Employed,Retail,3313389,5–10L,Tenant,Plot,Ahmedabad,2374059,11662886,28,Referral,3.1,3.2,1,0,2022-10-23,2024-08-29,Active,Yes
488,CUST-0488,Mihir Mehta,Individual,53,8675474106,Hyderabad,Telangana,India,549390,Business,Finance,414622,0–5L,Owner,Villa,Hyderabad,4481822,19697860,52,Walk-in,3.4,4.5,1,0,2023-02-21,2024-12-05,Active,Yes
489,CUST-0489,Siddharth Malhotra,Individual,54,8804350889,Mumbai,Maharashtra,India,494262,Salaried,Manufacturing,3959748,10L+,Seller,Apartment,Mumbai,2222620,8060923,24,Ads,4.6,4.4,0,0,2024-11-24,2025-01-19,Active,No
490,CUST-0490,Harsh Verma,Company,27,8901718457,Mumbai,Maharashtra,India,421129,Self Employed,Manufacturing,397466,0–5L,Investor,Plot,Mumbai,3621044,15812249,56,Ads,3.5,3.2,0,1,2022-03-18,2025-12-26,Active,No
491,CUST-0491,Krishna Verma,Company,26,8555882794,Pune,Maharashtra,India,569692,Business,Manufacturing,2602313,5–10L,Owner,Apartment,Pune,4522032,10344048,6,Referral,3.5,3.9,0,2,2021-02-06,2024-12-20,Active,Yes
492,CUST-0492,Ishaan Tiwari,Company,55,8608676999,Chennai,Tamil Nadu,India,438217,Business,IT,3793848,10L+,Tenant,Villa,Chennai,4481354,12344556,75,Website,4.1,3.1,1,1,2024-03-10,2025-11-15,Active,Yes
493,CUST-0493,Tara Bhatia,Company,56,8683238976,Hyderabad,Telangana,India,565003,Business,IT,3465464,5–10L,Investor,Plot,Hyderabad,3584242,13133578,58,Referral,3.3,4.5,0,2,2024-09-19,2024-03-23,Active,No
494,CUST-0494,Rohan Shah,Company,58,8203599595,Delhi,Delhi,India,497458,Business,Retail,783311,10L+,Tenant,Villa,Delhi,3808621,11779400,81,Walk-in,4,4.8,2,1,2022-09-14,2024-03-09,Active,Yes
495,CUST-0495,Aanya Khandelwal,Individual,43,8631028126,Ahmedabad,Gujarat,India,436851,Self Employed,Retail,1163652,5–10L,Owner,Apartment,Ahmedabad,3407327,15045624,18,Walk-in,3.6,3.3,3,0,2024-09-04,2024-05-20,Active,Yes
496,CUST-0496,Dev Saxena,Company,47,8639931826,Mumbai,Maharashtra,India,485087,Self Employed,IT,454561,5–10L,Seller,Villa,Mumbai,3829126,16486433,35,Website,3.8,4.9,1,1,2021-10-02,2025-05-15,Active,No
497,CUST-0497,Aanya Kumar,Company,47,8894201660,Mumbai,Maharashtra,India,490781,Business,Retail,1623138,0–5L,Tenant,Villa,Mumbai,2864345,7242867,59,Website,4.3,3.7,0,1,2023-09-08,2025-05-12,Active,No
498,CUST-0498,Esha Mehta,Company,60,8922080523,Ahmedabad,Gujarat,India,574077,Salaried,Manufacturing,830448,0–5L,Investor,Villa,Ahmedabad,4930667,8139489,68,Ads,3.5,4.6,2,0,2024-09-10,2024-01-11,Active,Yes
499,CUST-0499,Aarohi Reddy,Company,26,8893881793,Ahmedabad,Gujarat,India,465961,Salaried,Retail,2157288,5–10L,Seller,Villa,Ahmedabad,4579678,17219090,65,Ads,3.5,3.8,1,1,2024-02-01,2024-05-27,Active,No
500,CUST-0500,Riya Patel,Individual,55,8539523500,Ahmedabad,Gujarat,India,572284,Salaried,Finance,1663940,10L+,Investor,Apartment,Ahmedabad,3441072,14806743,64,Referral,4.8,4.1,0,2,2023-10-20,2025-02-14,Active,No
501,CUST-0501,Rohan Jain,Company,27,8928059744,Ahmedabad,Gujarat,India,406647,Business,Manufacturing,739774,10L+,Buyer,Apartment,Ahmedabad,2686137,14343263,90,Website,4.3,3.8,3,1,2022-09-20,2025-08-01,Active,No
502,CUST-0502,Myra Chopra,Individual,26,8496974378,Hyderabad,Telangana,India,569552,Self Employed,Manufacturing,1917405,5–10L,Buyer,Villa,Hyderabad,3558697,17102222,66,Website,4.9,4.1,0,0,2021-07-31,2024-12-16,Active,No
503,CUST-0503,Esha Patel,Company,28,8527451507,Ahmedabad,Gujarat,India,431056,Salaried,Retail,4790968,0–5L,Investor,Apartment,Ahmedabad,3266695,14495631,31,Referral,4.2,4.8,1,2,2023-01-10,2024-11-29,Active,No
504,CUST-0504,Aadhya Kumar,Company,29,8725433088,Ahmedabad,Gujarat,India,578112,Salaried,IT,3387807,5–10L,Owner,Plot,Ahmedabad,4970966,11197131,41,Walk-in,4.1,4.6,1,1,2021-06-27,2024-11-20,Active,No
505,CUST-0505,Shivansh Bhatia,Company,45,8153604886,Mumbai,Maharashtra,India,519242,Business,Manufacturing,4419119,5–10L,Owner,Villa,Mumbai,3469784,8382103,55,Website,4.9,3.8,2,0,2022-05-08,2024-06-16,Active,No
506,CUST-0506,Kabir Chawla,Individual,39,8209966555,Delhi,Delhi,India,453306,Self Employed,Retail,4853510,0–5L,Owner,Plot,Delhi,3406851,8512663,58,Referral,4.6,4.4,3,0,2023-11-05,2024-07-02,Active,Yes
507,CUST-0507,Myra Reddy,Company,27,8394456576,Delhi,Delhi,India,502850,Self Employed,IT,4216155,10L+,Owner,Villa,Delhi,2461569,11252340,73,Website,3.3,3.7,3,0,2021-03-30,2025-10-27,Active,Yes
508,CUST-0508,Kabir Mehta,Individual,34,8294342602,Pune,Maharashtra,India,438461,Self Employed,Retail,2499093,0–5L,Owner,Plot,Pune,4195365,14495333,45,Ads,3.4,3.5,2,0,2021-09-04,2024-02-02,Active,Yes
509,CUST-0509,Arjun Gupta,Individual,58,8454710135,Mumbai,Maharashtra,India,475670,Business,Retail,4776628,5–10L,Buyer,Plot,Mumbai,4710864,10896941,49,Website,3.2,3.8,1,1,2023-10-11,2024-07-05,Active,Yes
510,CUST-0510,Pihu Reddy,Individual,37,8584581335,Bangalore,Karnataka,India,554195,Salaried,Manufacturing,1852591,10L+,Seller,Apartment,Bangalore,4386224,6203788,40,Referral,4.5,4.4,2,1,2021-01-29,2024-04-01,Active,Yes
511,CUST-0511,Meera Shah,Individual,39,8703524307,Hyderabad,Telangana,India,391125,Self Employed,IT,1453369,0–5L,Seller,Villa,Hyderabad,4647169,9352569,12,Website,3.5,4,2,1,2021-01-22,2025-02-26,Active,Yes
512,CUST-0512,Reyansh Desai,Individual,53,8534638679,Bangalore,Karnataka,India,390558,Business,IT,1588946,5–10L,Tenant,Plot,Bangalore,2345934,19947651,37,Website,3.8,3.4,3,2,2021-06-14,2025-01-08,Active,Yes
513,CUST-0513,Dev Mahajan,Individual,51,8462674399,Delhi,Delhi,India,463963,Business,IT,4992491,5–10L,Seller,Villa,Delhi,2933996,11985217,56,Referral,4.2,3.7,0,0,2022-05-05,2024-03-10,Active,No
514,CUST-0514,Dev Mehta,Individual,58,8771195050,Hyderabad,Telangana,India,555296,Salaried,Retail,3611141,10L+,Seller,Villa,Hyderabad,3288610,18387081,76,Ads,3.4,3.8,0,0,2022-05-26,2025-03-01,Active,No
515,CUST-0515,Harsh Sharma,Company,49,8624505566,Mumbai,Maharashtra,India,562859,Business,IT,639823,5–10L,Owner,Apartment,Mumbai,2884823,12254258,28,Walk-in,3,3.3,1,1,2022-06-26,2024-02-15,Active,No
516,CUST-0516,Aadhya Chopra,Individual,28,8218429416,Chennai,Tamil Nadu,India,463197,Salaried,Manufacturing,1691758,5–10L,Tenant,Plot,Chennai,2829080,14517226,15,Walk-in,3.4,4.5,3,2,2023-09-09,2025-02-13,Active,Yes
517,CUST-0517,Tanvi Joshi,Individual,42,8761434196,Hyderabad,Telangana,India,566222,Business,Retail,3173285,0–5L,Tenant,Apartment,Hyderabad,3230913,10389044,76,Ads,4.8,3.5,0,0,2023-02-20,2025-09-26,Active,No
518,CUST-0518,Dhruv Malhotra,Individual,45,8699285557,Pune,Maharashtra,India,478809,Salaried,Finance,4011463,10L+,Investor,Apartment,Pune,4000137,9187004,57,Ads,3.5,4.2,3,0,2021-02-06,2024-11-14,Active,Yes
519,CUST-0519,Aarohi Malhotra,Company,50,8216622952,Pune,Maharashtra,India,481311,Business,Finance,1070831,5–10L,Seller,Villa,Pune,3173142,15301314,99,Walk-in,4.9,3.5,0,0,2021-10-28,2025-05-01,Active,No
520,CUST-0520,Vihaan Nair,Company,48,8432394290,Hyderabad,Telangana,India,492657,Self Employed,Manufacturing,3721930,10L+,Seller,Apartment,Hyderabad,3542325,12730413,67,Referral,3.6,4.3,1,2,2022-09-16,2025-08-09,Active,Yes
521,CUST-0521,Vihaan Singh,Individual,48,8113578197,Pune,Maharashtra,India,529088,Salaried,Retail,374534,0–5L,Seller,Villa,Pune,4706838,7450439,8,Walk-in,4.5,4.7,0,0,2021-07-03,2024-12-09,Active,No
522,CUST-0522,Vivaan Khandelwal,Company,42,8512743921,Ahmedabad,Gujarat,India,460559,Salaried,Retail,2805329,0–5L,Owner,Apartment,Ahmedabad,4499449,8423809,31,Ads,4.6,3.5,0,2,2024-01-30,2024-12-26,Active,Yes
523,CUST-0523,Isha Chopra,Individual,30,8872706169,Ahmedabad,Gujarat,India,389980,Salaried,Finance,3375331,10L+,Investor,Plot,Ahmedabad,4490466,15798860,44,Website,4.6,4.7,2,1,2022-04-09,2025-06-10,Active,No
524,CUST-0524,Aryan Saxena,Company,29,8691057561,Delhi,Delhi,India,516682,Salaried,Retail,2441553,0–5L,Seller,Plot,Delhi,4162242,6609087,49,Ads,3,3.3,0,2,2021-03-31,2025-03-11,Active,No
525,CUST-0525,Ira Joshi,Company,53,8183462082,Hyderabad,Telangana,India,469934,Self Employed,IT,4803083,10L+,Tenant,Apartment,Hyderabad,4237617,17576940,85,Ads,4.1,4.5,3,1,2024-12-22,2024-07-11,Active,No
526,CUST-0526,Arjun Trivedi,Company,48,8601738317,Pune,Maharashtra,India,536185,Salaried,IT,1592535,0–5L,Tenant,Villa,Pune,2725881,18340946,83,Website,4.1,4.3,1,2,2024-07-04,2024-07-25,Active,No
527,CUST-0527,Tanvi Singh,Individual,44,8197403030,Mumbai,Maharashtra,India,517184,Self Employed,Finance,4465708,0–5L,Investor,Plot,Mumbai,4867584,8039291,29,Referral,4.3,3.5,3,1,2021-09-08,2024-07-26,Active,Yes
528,CUST-0528,Ira Desai,Individual,45,8269552272,Ahmedabad,Gujarat,India,415687,Salaried,Retail,3652315,0–5L,Owner,Apartment,Ahmedabad,4211847,10563925,6,Referral,3.3,4.9,3,2,2024-01-01,2025-12-25,Active,No
529,CUST-0529,Ananya Singh,Individual,39,8634840412,Delhi,Delhi,India,471184,Self Employed,Finance,1682889,10L+,Investor,Villa,Delhi,3940057,6282097,79,Walk-in,4.6,3.9,2,2,2024-09-06,2024-08-05,Active,No
530,CUST-0530,Diya Mahajan,Company,28,8991287860,Mumbai,Maharashtra,India,475655,Business,Finance,1460355,0–5L,Tenant,Apartment,Mumbai,4038322,14188867,14,Walk-in,3.9,4.7,0,1,2024-01-17,2024-03-09,Active,Yes
531,CUST-0531,Aryan Mehta,Individual,52,8341617785,Chennai,Tamil Nadu,India,582331,Salaried,Finance,2268184,5–10L,Buyer,Apartment,Chennai,2331941,8265757,46,Ads,3.6,4.4,1,1,2023-07-15,2024-10-08,Active,No
532,CUST-0532,Aditya Joshi,Company,47,8836297938,Ahmedabad,Gujarat,India,478163,Self Employed,IT,759565,0–5L,Buyer,Plot,Ahmedabad,4203490,14444224,84,Walk-in,4.4,3.8,3,0,2024-10-26,2024-07-12,Active,Yes
533,CUST-0533,Anika Nair,Individual,50,8938936703,Hyderabad,Telangana,India,533809,Self Employed,IT,3395153,10L+,Investor,Apartment,Hyderabad,3282749,8515479,87,Referral,3.3,4.2,3,0,2024-01-02,2024-07-21,Active,No
534,CUST-0534,Vivaan Shah,Company,43,8853974119,Mumbai,Maharashtra,India,381124,Business,Retail,4055824,5–10L,Tenant,Villa,Mumbai,2719123,9651586,91,Walk-in,3.2,3.4,1,1,2023-03-15,2024-07-15,Active,No
535,CUST-0535,Meera Reddy,Company,30,8874171737,Hyderabad,Telangana,India,562685,Self Employed,Retail,1893703,0–5L,Investor,Plot,Hyderabad,3741935,13575754,13,Ads,3,4.2,1,2,2022-08-31,2025-12-22,Active,No
536,CUST-0536,Mihir Shah,Individual,26,8175005744,Delhi,Delhi,India,513972,Business,IT,3962779,10L+,Buyer,Apartment,Delhi,3636772,19845455,63,Referral,3.5,4.2,3,1,2022-09-23,2025-11-27,Active,No
537,CUST-0537,Aarav Bhattacharya,Individual,28,8584735011,Chennai,Tamil Nadu,India,422200,Self Employed,IT,2659536,10L+,Buyer,Apartment,Chennai,2819992,14550171,25,Referral,3.6,3.6,3,0,2024-09-23,2025-07-31,Active,No
538,CUST-0538,Vihaan Patel,Company,28,8772201912,Pune,Maharashtra,India,488215,Business,Retail,4532515,0–5L,Owner,Apartment,Pune,4381849,7206232,58,Referral,3.3,4.4,1,0,2022-12-22,2024-08-31,Active,Yes
539,CUST-0539,Vivaan Agarwal,Company,55,8763214304,Hyderabad,Telangana,India,595930,Self Employed,IT,3459420,10L+,Investor,Apartment,Hyderabad,4843680,12522113,8,Referral,4.2,4.3,0,2,2023-06-16,2024-04-04,Active,No
540,CUST-0540,Ishaan Gupta,Individual,41,8646902371,Mumbai,Maharashtra,India,515423,Business,IT,2213300,10L+,Owner,Villa,Mumbai,3079850,15692615,39,Ads,4.8,3,1,1,2021-03-18,2024-10-12,Active,Yes
541,CUST-0541,Vivaan Joshi,Company,35,8520364894,Mumbai,Maharashtra,India,543892,Self Employed,Manufacturing,2969516,5–10L,Investor,Villa,Mumbai,3085456,10154715,6,Walk-in,3.9,3.4,2,2,2024-05-16,2024-03-14,Active,No
542,CUST-0542,Ananya Gupta,Individual,42,8379910327,Ahmedabad,Gujarat,India,397691,Business,Finance,2376088,5–10L,Buyer,Plot,Ahmedabad,2807084,7967756,63,Referral,3.4,3.8,3,1,2023-08-29,2025-09-14,Active,Yes
543,CUST-0543,Saanvi Sharma,Individual,37,8436702832,Hyderabad,Telangana,India,560255,Business,Finance,3185633,10L+,Investor,Villa,Hyderabad,2799384,9490472,63,Walk-in,3.7,3.8,1,1,2021-06-11,2025-01-24,Active,Yes
544,CUST-0544,Yash Jain,Individual,31,8260484137,Pune,Maharashtra,India,553992,Business,Finance,2503041,10L+,Buyer,Apartment,Pune,2069694,6217892,46,Website,3.4,4.7,2,1,2023-10-22,2025-03-04,Active,Yes
545,CUST-0545,Aarav Jain,Company,45,8156006650,Mumbai,Maharashtra,India,491279,Self Employed,IT,3858181,0–5L,Seller,Villa,Mumbai,2128829,11211803,32,Ads,3.9,3.7,2,0,2021-08-04,2024-11-26,Active,No
546,CUST-0546,Ishaan Chawla,Individual,53,8508590732,Mumbai,Maharashtra,India,530383,Business,Retail,2893582,0–5L,Buyer,Plot,Mumbai,3868430,14648196,88,Website,3.9,4,0,1,2022-04-26,2025-01-24,Active,No
547,CUST-0547,Diya Joshi,Company,56,8777089896,Ahmedabad,Gujarat,India,535886,Salaried,Retail,3054676,0–5L,Owner,Villa,Ahmedabad,4527631,17649167,89,Website,3.3,4.7,2,1,2023-04-20,2025-07-28,Active,Yes
548,CUST-0548,Ananya Verma,Individual,38,8180869234,Chennai,Tamil Nadu,India,589494,Self Employed,Finance,2086695,0–5L,Seller,Apartment,Chennai,4312593,14253839,61,Website,3.3,3.1,1,0,2021-10-08,2024-03-18,Active,Yes
549,CUST-0549,Pranav Malhotra,Company,49,8304762919,Mumbai,Maharashtra,India,474106,Self Employed,Finance,1175977,5–10L,Tenant,Plot,Mumbai,4667420,9741871,74,Website,3.1,4.1,3,0,2024-03-08,2025-07-20,Active,No
550,CUST-0550,Aadhya Chawla,Company,33,8880664814,Pune,Maharashtra,India,399621,Salaried,IT,3487921,5–10L,Investor,Plot,Pune,3013091,9612417,63,Website,3,3.2,1,1,2021-03-12,2024-04-29,Active,Yes
551,CUST-0551,Esha Joshi,Individual,39,8713578605,Pune,Maharashtra,India,460468,Salaried,Retail,3706854,5–10L,Buyer,Villa,Pune,3056659,12100054,48,Referral,5,4.9,2,1,2022-07-13,2025-02-28,Active,No
552,CUST-0552,Vivaan Bhattacharya,Individual,50,8901960772,Chennai,Tamil Nadu,India,473339,Business,Retail,3114895,5–10L,Tenant,Plot,Chennai,4456198,19667318,15,Ads,3,3.7,2,1,2021-06-18,2025-05-20,Active,No
553,CUST-0553,Tara Agarwal,Company,43,8448436594,Ahmedabad,Gujarat,India,404183,Business,IT,3449092,0–5L,Owner,Apartment,Ahmedabad,4242546,7488114,5,Referral,3.2,4.4,1,0,2021-08-01,2024-06-24,Active,Yes
554,CUST-0554,Aanya Sharma,Company,38,8179267301,Bangalore,Karnataka,India,381650,Salaried,Retail,639713,10L+,Owner,Plot,Bangalore,2461848,14454365,59,Walk-in,5,4.7,2,2,2022-09-11,2025-06-12,Active,Yes
555,CUST-0555,Diya Khandelwal,Company,43,8498886854,Hyderabad,Telangana,India,488004,Salaried,Manufacturing,3090730,10L+,Owner,Apartment,Hyderabad,4847614,13585596,24,Ads,4.6,3.1,3,1,2024-05-22,2024-08-31,Active,Yes
556,CUST-0556,Dhruv Tiwari,Company,29,8611704388,Hyderabad,Telangana,India,554567,Business,IT,3669812,0–5L,Tenant,Villa,Hyderabad,4521614,10578668,77,Website,4.3,4.8,1,0,2022-02-28,2024-02-09,Active,Yes
557,CUST-0557,Rohan Kumar,Individual,54,8732531798,Chennai,Tamil Nadu,India,410196,Self Employed,Retail,3408675,5–10L,Investor,Plot,Chennai,2398500,10036665,32,Ads,4.9,3.8,0,2,2022-10-12,2024-01-08,Active,Yes
558,CUST-0558,Shivansh Jain,Individual,39,8972240292,Bangalore,Karnataka,India,549869,Salaried,IT,4041610,0–5L,Investor,Apartment,Bangalore,3450863,19728753,10,Website,4.1,3.3,2,0,2023-06-22,2025-08-17,Active,No
559,CUST-0559,Kabir Tiwari,Company,53,8146228419,Chennai,Tamil Nadu,India,591744,Salaried,Manufacturing,1214992,0–5L,Owner,Plot,Chennai,2564026,9785420,71,Referral,4.4,4.3,0,1,2023-08-05,2024-08-04,Active,No
560,CUST-0560,Pihu Shah,Individual,54,8755368240,Ahmedabad,Gujarat,India,398714,Salaried,IT,2674162,5–10L,Investor,Villa,Ahmedabad,3043957,10356454,80,Website,4.6,4.9,2,0,2021-08-20,2025-05-19,Active,Yes
561,CUST-0561,Krishna Khandelwal,Company,60,8568027500,Ahmedabad,Gujarat,India,480482,Salaried,IT,1146022,5–10L,Buyer,Plot,Ahmedabad,4807167,18361100,73,Referral,3.8,3.8,3,1,2024-03-30,2025-09-06,Active,No
562,CUST-0562,Yash Shah,Individual,52,8864841101,Chennai,Tamil Nadu,India,548403,Salaried,Retail,2011234,0–5L,Tenant,Villa,Chennai,4863401,19519042,22,Website,4.5,3.8,2,2,2023-07-28,2024-12-25,Active,Yes
563,CUST-0563,Arjun Mehta,Individual,41,8704071536,Bangalore,Karnataka,India,400700,Self Employed,Retail,1658464,5–10L,Buyer,Plot,Bangalore,4752435,14034364,26,Referral,3.2,4.7,0,1,2024-09-23,2024-05-14,Active,Yes
564,CUST-0564,Esha Gupta,Individual,59,8958914738,Pune,Maharashtra,India,500292,Business,Finance,1028411,5–10L,Investor,Plot,Pune,3051264,15187840,89,Referral,3.6,4.8,1,0,2021-10-19,2024-11-09,Active,Yes
565,CUST-0565,Reyansh Sharma,Company,52,8737271137,Mumbai,Maharashtra,India,516329,Business,Manufacturing,3258659,10L+,Tenant,Apartment,Mumbai,4519419,9580884,21,Referral,4,4.8,0,1,2023-06-03,2024-03-08,Active,No
566,CUST-0566,Myra Saxena,Individual,50,8114306090,Pune,Maharashtra,India,416309,Salaried,Manufacturing,4359419,10L+,Seller,Villa,Pune,3378574,18100970,46,Website,3.2,4.9,1,1,2024-09-25,2025-04-20,Active,Yes
567,CUST-0567,Vihaan Chawla,Individual,49,8312166260,Hyderabad,Telangana,India,533725,Business,Finance,3046459,0–5L,Owner,Apartment,Hyderabad,4164755,14516397,29,Website,3.5,3.8,1,2,2022-10-10,2024-03-14,Active,Yes
568,CUST-0568,Yash Khandelwal,Company,44,8833742339,Bangalore,Karnataka,India,471808,Business,Finance,963302,0–5L,Investor,Apartment,Bangalore,3779577,19855814,45,Ads,4.2,4.1,1,2,2021-08-29,2025-04-07,Active,Yes
569,CUST-0569,Sai Verma,Company,51,8996609262,Delhi,Delhi,India,472859,Business,Manufacturing,4335313,10L+,Owner,Villa,Delhi,3978371,8369399,72,Website,3.6,4.5,1,1,2021-08-30,2024-01-25,Active,No
570,CUST-0570,Diya Jain,Company,28,8578189617,Pune,Maharashtra,India,382932,Business,Finance,2033112,5–10L,Investor,Plot,Pune,3021242,18273666,98,Ads,3.8,4.2,2,2,2023-09-01,2025-06-26,Active,No
571,CUST-0571,Saanvi Agarwal,Individual,32,8297899049,Mumbai,Maharashtra,India,552591,Self Employed,IT,3982405,10L+,Buyer,Apartment,Mumbai,2877055,15536300,41,Ads,3,4.1,0,2,2022-07-02,2024-06-18,Active,Yes
572,CUST-0572,Dhruv Singh,Individual,30,8913761446,Pune,Maharashtra,India,413406,Self Employed,Manufacturing,3198615,5–10L,Investor,Villa,Pune,4862369,15601257,76,Referral,3,3.1,1,2,2024-02-15,2025-08-22,Active,No
573,CUST-0573,Ishaan Jain,Company,26,8653385474,Pune,Maharashtra,India,529123,Business,IT,1540645,10L+,Investor,Villa,Pune,3292578,15282184,87,Website,3.7,4.1,0,0,2024-02-14,2025-04-12,Active,Yes
574,CUST-0574,Aarav Reddy,Individual,29,8593312577,Mumbai,Maharashtra,India,517106,Salaried,IT,2196135,10L+,Investor,Plot,Mumbai,4403961,6973208,92,Referral,3.6,3.6,3,1,2022-01-19,2024-03-31,Active,Yes
575,CUST-0575,Arjun Khandelwal,Individual,32,8969228926,Hyderabad,Telangana,India,405441,Self Employed,Manufacturing,3041836,10L+,Seller,Plot,Hyderabad,3527988,6035702,74,Referral,3.7,4.4,0,0,2023-04-09,2025-09-17,Active,Yes
576,CUST-0576,Aarav Agarwal,Individual,40,8246571296,Pune,Maharashtra,India,503000,Self Employed,Retail,1236427,10L+,Investor,Villa,Pune,4783041,9848754,11,Ads,4.7,3.6,3,1,2023-11-19,2024-03-16,Active,Yes
577,CUST-0577,Aadhya Joshi,Company,59,8932546252,Ahmedabad,Gujarat,India,498849,Salaried,Retail,4631169,0–5L,Owner,Villa,Ahmedabad,2973156,19472738,8,Ads,4.7,4.5,0,2,2022-12-05,2025-10-20,Active,No
578,CUST-0578,Harsh Patel,Company,29,8629603203,Bangalore,Karnataka,India,482104,Salaried,IT,731870,10L+,Investor,Apartment,Bangalore,2185151,12856818,45,Referral,4.4,4.7,2,1,2022-08-10,2025-10-26,Active,Yes
579,CUST-0579,Myra Khandelwal,Company,44,8421872199,Pune,Maharashtra,India,425523,Business,Manufacturing,4607538,5–10L,Buyer,Villa,Pune,2959746,8326104,70,Walk-in,4.4,3.8,3,1,2021-04-30,2024-12-13,Active,No
580,CUST-0580,Aditya Mehta,Company,32,8659851837,Bangalore,Karnataka,India,436270,Business,Finance,1952097,0–5L,Tenant,Apartment,Bangalore,3700416,17816646,74,Website,3.7,3.6,0,0,2023-04-04,2025-11-22,Active,No
581,CUST-0581,Reyansh Trivedi,Individual,30,8388721835,Hyderabad,Telangana,India,496948,Self Employed,Finance,1639809,10L+,Owner,Apartment,Hyderabad,3670393,19841486,84,Website,4.1,4.7,0,0,2023-06-17,2025-08-08,Active,Yes
582,CUST-0582,Aarohi Patel,Individual,49,8107824439,Mumbai,Maharashtra,India,455338,Salaried,Manufacturing,2230739,5–10L,Tenant,Plot,Mumbai,2067313,16042716,55,Website,4.7,4.9,3,0,2024-10-24,2024-03-19,Active,No
583,CUST-0583,Esha Reddy,Company,43,8381175117,Mumbai,Maharashtra,India,437066,Self Employed,Finance,4339004,0–5L,Owner,Apartment,Mumbai,2894294,16844976,82,Walk-in,3.4,3.7,2,2,2021-04-13,2025-11-23,Active,No
584,CUST-0584,Vivaan Patel,Company,44,8381101945,Ahmedabad,Gujarat,India,570808,Business,IT,1860137,5–10L,Owner,Villa,Ahmedabad,4271455,18174513,41,Referral,3.6,4.7,2,0,2023-03-21,2024-06-16,Active,Yes
585,CUST-0585,Esha Sharma,Individual,50,8380147892,Pune,Maharashtra,India,594620,Self Employed,Retail,4662297,5–10L,Investor,Villa,Pune,4092554,19160465,37,Referral,4.5,3.1,3,2,2022-03-25,2024-10-16,Active,No
586,CUST-0586,Riya Singh,Company,28,8233893065,Delhi,Delhi,India,560332,Self Employed,IT,2968406,5–10L,Owner,Apartment,Delhi,4162692,6464112,97,Referral,5,4.2,0,2,2023-06-07,2025-08-03,Active,No
587,CUST-0587,Myra Trivedi,Company,41,8751374555,Delhi,Delhi,India,417774,Salaried,Retail,3468792,5–10L,Seller,Apartment,Delhi,3494644,9952597,4,Walk-in,3.8,4.4,0,0,2023-04-09,2024-01-15,Active,Yes
588,CUST-0588,Esha Malhotra,Individual,37,8116671423,Bangalore,Karnataka,India,439959,Self Employed,Retail,513789,5–10L,Investor,Apartment,Bangalore,3583483,17906299,82,Ads,4.1,4.1,1,2,2023-08-11,2025-06-11,Active,Yes
589,CUST-0589,Sai Gupta,Company,58,8797863089,Hyderabad,Telangana,India,558680,Salaried,Finance,3964871,0–5L,Buyer,Villa,Hyderabad,2778689,8820574,75,Referral,3.3,4,0,0,2021-08-04,2025-11-06,Active,No
590,CUST-0590,Dev Agarwal,Individual,48,8832867439,Pune,Maharashtra,India,469551,Business,Manufacturing,3010137,5–10L,Tenant,Apartment,Pune,2836954,8781472,94,Referral,3.8,4.8,0,1,2021-07-15,2025-07-05,Active,No
591,CUST-0591,Arjun Mahajan,Individual,45,8433061139,Pune,Maharashtra,India,449940,Business,IT,4286532,0–5L,Tenant,Villa,Pune,3920898,10076462,88,Website,3.7,3.3,2,0,2022-07-29,2024-02-09,Active,Yes
592,CUST-0592,Ritika Khandelwal,Company,29,8690853759,Ahmedabad,Gujarat,India,407538,Salaried,Finance,4288965,5–10L,Tenant,Villa,Ahmedabad,4887173,12834018,60,Website,4.4,3.8,0,1,2021-05-25,2024-12-25,Active,No
593,CUST-0593,Esha Kapoor,Company,43,8362176230,Mumbai,Maharashtra,India,593235,Self Employed,Finance,3581719,0–5L,Seller,Villa,Mumbai,3549641,13448553,39,Website,3.3,3.8,3,1,2022-08-03,2025-07-09,Active,Yes
594,CUST-0594,Aarav Chawla,Company,26,8469447623,Delhi,Delhi,India,499261,Salaried,Retail,4418584,10L+,Tenant,Plot,Delhi,4607309,17991035,1,Ads,4.5,4,1,2,2024-11-29,2024-10-24,Active,No
595,CUST-0595,Aarav Malhotra,Individual,28,8779477014,Bangalore,Karnataka,India,462206,Salaried,Manufacturing,811948,5–10L,Owner,Villa,Bangalore,2978508,7749095,77,Website,4.6,3.2,0,2,2023-05-18,2024-08-23,Active,Yes
596,CUST-0596,Aarav Bhatia,Individual,53,8877290932,Chennai,Tamil Nadu,India,483765,Business,Retail,4805158,5–10L,Tenant,Villa,Chennai,3951879,17229621,55,Website,3.5,3.8,1,2,2021-11-15,2024-10-06,Active,Yes
597,CUST-0597,Arjun Chawla,Company,58,8205863035,Mumbai,Maharashtra,India,445972,Self Employed,Retail,2762860,0–5L,Investor,Apartment,Mumbai,2771318,11168378,53,Referral,3.9,3.3,1,1,2022-01-21,2025-03-22,Active,Yes
